Vendedor,Departamento,Faturamento Realizado,Objetivo de Faturamento,Margem Realizada,Objetivo de Margem,Data
Thiago Carvalho,Esportes,2377.12,5504.66,0.13,0.33,2018-09-26
Mateus Barbosa,Eletrônicos,1300.07,4389.66,0.26,0.23,2018-09-26
Camila Carvalho,Casa,4862.62,3477.97,0.4,0.33,2018-09-26
Diego Cardoso,Vestuário,3088.8,3641.78,0.16,0.18,2018-09-26
Jorge Santos,Brinquedo,6141.82,3383.2,0.37,0.21,2018-09-26
Raphael Silva,Papelaria,529.12,794.75,0.38,0.47,2018-09-26
Caroline Reis,Papelaria,39.72,834.23,0.45,0.52,2018-09-26
Letícia Nascimento,Eletrônicos,1461.25,5108.04,0.09,0.18,2018-09-27
Ana Sousa,Eletrônicos,209.88,1420.17,0.22,0.22,2018-09-27
Gustavo Martins,Eletrônicos,5360.16,1640.27,0.16,0.2,2018-09-27
Beatriz Santos,Vestuário,5975.89,3745.99,0.12,0.18,2018-09-27
Camila Lima,Vestuário,4297.59,3558.9,0.25,0.16,2018-09-27
Thiago Barbosa,Acessórios,1051.43,1015.69,0.3,0.44,2018-09-27
Letícia Ribeiro,Acessórios,321.33,1420.85,0.52,0.52,2018-09-27
Enzo Nascimento,Casa,2930.31,1927.71,0.32,0.31,2018-09-27
Guilherme Santos,Casa,5829.1,4570.5,0.41,0.26,2018-09-27
Vitória Ribeiro,Brinquedo,4339.87,1788.41,0.12,0.26,2018-09-27
Julia Araújo,Esportes,3060.4,3934.5,0.36,0.26,2018-09-27
Lucas Rodrigues,Esportes,290.02,4596.05,0.39,0.31,2018-09-27
Thiago Carvalho,Esportes,3539.54,1709.57,0.45,0.36,2018-09-27
Mateus Barbosa,Eletrônicos,1913.82,4897.66,0.24,0.17,2018-09-27
Camila Carvalho,Casa,1559.69,5474.36,0.21,0.3,2018-09-27
Diego Cardoso,Vestuário,3291.74,1325.83,0.17,0.15,2018-09-27
Jorge Santos,Brinquedo,304.59,2340.0,0.34,0.22,2018-09-27
Raphael Silva,Papelaria,770.63,265.71,0.34,0.45,2018-09-27
Caroline Reis,Papelaria,1274.39,751.53,0.49,0.5,2018-09-27
Letícia Nascimento,Eletrônicos,7643.22,2890.23,0.2,0.24,2018-09-28
Ana Sousa,Eletrônicos,2131.99,4412.02,0.13,0.18,2018-09-28
Gustavo Martins,Eletrônicos,3193.85,1615.88,0.17,0.18,2018-09-28
Beatriz Santos,Vestuário,5578.07,2652.11,0.11,0.15,2018-09-28
Camila Lima,Vestuário,723.2,2928.26,0.08,0.19,2018-09-28
Thiago Barbosa,Acessórios,1586.02,1422.47,0.52,0.48,2018-09-28
Letícia Ribeiro,Acessórios,791.75,1675.18,0.24,0.6,2018-09-28
Enzo Nascimento,Casa,2858.56,1611.38,0.4,0.28,2018-09-28
Guilherme Santos,Casa,9424.65,3516.76,0.44,0.28,2018-09-28
Vitória Ribeiro,Brinquedo,4497.88,1716.26,0.25,0.28,2018-09-28
Julia Araújo,Esportes,638.48,5517.93,0.23,0.33,2018-09-28
Lucas Rodrigues,Esportes,5001.12,1588.44,0.29,0.29,2018-09-28
Thiago Carvalho,Esportes,419.49,4801.38,0.42,0.36,2018-09-28
Mateus Barbosa,Eletrônicos,3462.39,1346.85,0.23,0.18,2018-09-28
Camila Carvalho,Casa,6335.77,5566.82,0.23,0.32,2018-09-28
Diego Cardoso,Vestuário,992.22,3632.0,0.23,0.2,2018-09-28
Jorge Santos,Brinquedo,1682.62,2203.95,0.23,0.26,2018-09-28
Raphael Silva,Papelaria,1233.1,505.63,0.22,0.54,2018-09-28
Caroline Reis,Papelaria,531.55,869.78,0.52,0.5,2018-09-28
Letícia Nascimento,Eletrônicos,7338.05,3869.92,0.25,0.19,2018-09-29
Ana Sousa,Eletrônicos,4239.11,4849.59,0.13,0.22,2018-09-29
Gustavo Martins,Eletrônicos,4982.39,5150.77,0.22,0.23,2018-09-29
Beatriz Santos,Vestuário,2065.37,1781.66,0.17,0.2,2018-09-29
Camila Lima,Vestuário,5445.17,1113.75,0.11,0.2,2018-09-29
Thiago Barbosa,Acessórios,284.08,1483.78,0.66,0.54,2018-09-29
Letícia Ribeiro,Acessórios,2668.14,1506.6,0.22,0.42,2018-09-29
Enzo Nascimento,Casa,1539.1,3492.35,0.36,0.28,2018-09-29
Guilherme Santos,Casa,9118.42,5094.12,0.21,0.25,2018-09-29
Vitória Ribeiro,Brinquedo,4709.25,1655.51,0.13,0.28,2018-09-29
Julia Araújo,Esportes,5470.18,1991.0,0.38,0.36,2018-09-29
Lucas Rodrigues,Esportes,1388.76,3510.48,0.21,0.34,2018-09-29
Thiago Carvalho,Esportes,5208.51,4788.17,0.49,0.36,2018-09-29
Mateus Barbosa,Eletrônicos,218.63,4908.72,0.21,0.17,2018-09-29
Camila Carvalho,Casa,2768.47,6059.45,0.19,0.28,2018-09-29
Diego Cardoso,Vestuário,4970.85,1028.8,0.13,0.15,2018-09-29
Jorge Santos,Brinquedo,1506.53,4010.79,0.25,0.23,2018-09-29
Raphael Silva,Papelaria,241.39,460.51,0.36,0.54,2018-09-29
Caroline Reis,Papelaria,1299.92,479.17,0.59,0.36,2018-09-29
Letícia Nascimento,Eletrônicos,5702.35,2641.31,0.22,0.16,2018-09-30
Ana Sousa,Eletrônicos,6183.62,4913.38,0.22,0.18,2018-09-30
Gustavo Martins,Eletrônicos,7573.39,4304.51,0.21,0.18,2018-09-30
Beatriz Santos,Vestuário,5374.68,3559.53,0.08,0.15,2018-09-30
Camila Lima,Vestuário,2100.66,1645.98,0.18,0.19,2018-09-30
Thiago Barbosa,Acessórios,2311.75,879.59,0.52,0.52,2018-09-30
Letícia Ribeiro,Acessórios,190.5,1074.77,0.58,0.58,2018-09-30
Enzo Nascimento,Casa,8046.47,4400.81,0.35,0.23,2018-09-30
Guilherme Santos,Casa,2953.95,3990.93,0.29,0.31,2018-09-30
Vitória Ribeiro,Brinquedo,2569.83,3600.39,0.29,0.28,2018-09-30
Julia Araújo,Esportes,1210.73,2695.39,0.3,0.27,2018-09-30
Lucas Rodrigues,Esportes,5613.77,3977.9,0.23,0.33,2018-09-30
Thiago Carvalho,Esportes,493.28,5152.33,0.29,0.31,2018-09-30
Mateus Barbosa,Eletrônicos,7260.93,4926.37,0.18,0.2,2018-09-30
Camila Carvalho,Casa,3740.08,5497.83,0.21,0.25,2018-09-30
Diego Cardoso,Vestuário,5027.84,2872.36,0.15,0.17,2018-09-30
Jorge Santos,Brinquedo,5764.76,2504.35,0.21,0.26,2018-09-30
Raphael Silva,Papelaria,520.48,615.69,0.27,0.4,2018-09-30
Caroline Reis,Papelaria,421.33,730.77,0.25,0.52,2018-09-30
Letícia Nascimento,Eletrônicos,4882.25,4625.6,0.12,0.19,2018-10-01
Ana Sousa,Eletrônicos,8348.25,3341.08,0.15,0.21,2018-10-01
Gustavo Martins,Eletrônicos,4591.17,2872.64,0.15,0.23,2018-10-01
Beatriz Santos,Vestuário,3583.48,1684.08,0.12,0.16,2018-10-01
Camila Lima,Vestuário,6058.93,2947.84,0.23,0.15,2018-10-01
Thiago Barbosa,Acessórios,1900.4,548.32,0.32,0.54,2018-10-01
Letícia Ribeiro,Acessórios,605.1,1008.88,0.68,0.58,2018-10-01
Enzo Nascimento,Casa,8994.73,2297.0,0.28,0.28,2018-10-01
Guilherme Santos,Casa,3101.94,3647.83,0.39,0.31,2018-10-01
Vitória Ribeiro,Brinquedo,3258.22,3568.88,0.17,0.26,2018-10-01
Julia Araújo,Esportes,7527.55,1902.94,0.43,0.27,2018-10-01
Lucas Rodrigues,Esportes,6547.47,5152.52,0.35,0.38,2018-10-01
Thiago Carvalho,Esportes,3328.83,3773.57,0.39,0.33,2018-10-01
Mateus Barbosa,Eletrônicos,8139.46,4543.16,0.24,0.17,2018-10-01
Camila Carvalho,Casa,6418.74,5010.9,0.34,0.3,2018-10-01
Diego Cardoso,Vestuário,2040.28,2557.34,0.13,0.16,2018-10-01
Jorge Santos,Brinquedo,6204.09,1744.51,0.24,0.26,2018-10-01
Raphael Silva,Papelaria,615.5,712.27,0.36,0.41,2018-10-01
Caroline Reis,Papelaria,707.09,597.35,0.63,0.43,2018-10-01
Letícia Nascimento,Eletrônicos,4425.16,2281.95,0.15,0.17,2018-10-02
Ana Sousa,Eletrônicos,1203.29,3323.92,0.22,0.18,2018-10-02
Gustavo Martins,Eletrônicos,2794.63,3636.71,0.3,0.17,2018-10-02
Beatriz Santos,Vestuário,777.04,3728.01,0.17,0.17,2018-10-02
Camila Lima,Vestuário,2083.64,1735.78,0.08,0.17,2018-10-02
Thiago Barbosa,Acessórios,2223.44,1325.51,0.22,0.56,2018-10-02
Letícia Ribeiro,Acessórios,1926.34,772.53,0.74,0.46,2018-10-02
Enzo Nascimento,Casa,3380.29,6156.9,0.28,0.33,2018-10-02
Guilherme Santos,Casa,8468.46,1632.72,0.39,0.26,2018-10-02
Vitória Ribeiro,Brinquedo,801.31,2536.75,0.3,0.24,2018-10-02
Julia Araújo,Esportes,8794.0,5693.1,0.27,0.33,2018-10-02
Lucas Rodrigues,Esportes,1882.76,3255.22,0.51,0.3,2018-10-02
Thiago Carvalho,Esportes,6774.7,1810.22,0.23,0.34,2018-10-02
Mateus Barbosa,Eletrônicos,4425.52,1381.78,0.08,0.17,2018-10-02
Camila Carvalho,Casa,3861.0,4507.67,0.33,0.25,2018-10-02
Diego Cardoso,Vestuário,2295.55,1915.54,0.15,0.16,2018-10-02
Jorge Santos,Brinquedo,6147.21,3249.97,0.2,0.28,2018-10-02
Raphael Silva,Papelaria,787.86,785.93,0.4,0.36,2018-10-02
Caroline Reis,Papelaria,1250.37,335.39,0.4,0.49,2018-10-02
Letícia Nascimento,Eletrônicos,7273.47,3369.14,0.21,0.18,2018-10-03
Ana Sousa,Eletrônicos,4540.36,4824.23,0.17,0.2,2018-10-03
Gustavo Martins,Eletrônicos,4616.2,4716.08,0.25,0.24,2018-10-03
Beatriz Santos,Vestuário,4237.23,1058.89,0.2,0.14,2018-10-03
Camila Lima,Vestuário,5980.43,3329.3,0.22,0.17,2018-10-03
Thiago Barbosa,Acessórios,756.08,444.23,0.22,0.4,2018-10-03
Letícia Ribeiro,Acessórios,1937.76,785.47,0.62,0.42,2018-10-03
Enzo Nascimento,Casa,6179.12,1759.8,0.14,0.28,2018-10-03
Guilherme Santos,Casa,2450.03,1783.75,0.17,0.29,2018-10-03
Vitória Ribeiro,Brinquedo,2780.86,3457.84,0.14,0.3,2018-10-03
Julia Araújo,Esportes,1842.2,2316.87,0.33,0.36,2018-10-03
Lucas Rodrigues,Esportes,5764.24,2819.86,0.23,0.29,2018-10-03
Thiago Carvalho,Esportes,8535.72,3085.25,0.14,0.34,2018-10-03
Mateus Barbosa,Eletrônicos,2349.33,2245.94,0.13,0.22,2018-10-03
Camila Carvalho,Casa,1796.79,5040.2,0.33,0.26,2018-10-03
Diego Cardoso,Vestuário,3842.76,1145.7,0.24,0.2,2018-10-03
Jorge Santos,Brinquedo,6175.73,4272.57,0.27,0.29,2018-10-03
Raphael Silva,Papelaria,1105.49,776.69,0.23,0.49,2018-10-03
Caroline Reis,Papelaria,512.8,625.62,0.41,0.38,2018-10-03
Letícia Nascimento,Eletrônicos,655.01,2824.18,0.1,0.16,2018-10-04
Ana Sousa,Eletrônicos,4887.46,4118.1,0.12,0.18,2018-10-04
Gustavo Martins,Eletrônicos,249.26,2564.46,0.14,0.22,2018-10-04
Beatriz Santos,Vestuário,840.12,3521.81,0.13,0.2,2018-10-04
Camila Lima,Vestuário,3958.41,3528.23,0.22,0.17,2018-10-04
Thiago Barbosa,Acessórios,1231.05,1386.69,0.78,0.6,2018-10-04
Letícia Ribeiro,Acessórios,491.15,916.13,0.38,0.56,2018-10-04
Enzo Nascimento,Casa,4388.57,1734.72,0.15,0.31,2018-10-04
Guilherme Santos,Casa,5834.83,2386.17,0.18,0.25,2018-10-04
Vitória Ribeiro,Brinquedo,2657.2,2626.25,0.37,0.22,2018-10-04
Julia Araújo,Esportes,6066.93,2799.34,0.35,0.31,2018-10-04
Lucas Rodrigues,Esportes,8425.24,3854.85,0.2,0.27,2018-10-04
Thiago Carvalho,Esportes,4573.09,5150.26,0.26,0.34,2018-10-04
Mateus Barbosa,Eletrônicos,5401.39,3135.34,0.18,0.18,2018-10-04
Camila Carvalho,Casa,1778.01,5448.52,0.37,0.3,2018-10-04
Diego Cardoso,Vestuário,4021.07,1979.4,0.16,0.17,2018-10-04
Jorge Santos,Brinquedo,3135.67,2445.87,0.2,0.25,2018-10-04
Raphael Silva,Papelaria,321.09,705.23,0.22,0.38,2018-10-04
Caroline Reis,Papelaria,126.23,368.17,0.59,0.49,2018-10-04
Letícia Nascimento,Eletrônicos,4501.4,2731.49,0.13,0.22,2018-10-05
Ana Sousa,Eletrônicos,6770.23,2027.07,0.15,0.22,2018-10-05
Gustavo Martins,Eletrônicos,1962.79,4459.33,0.15,0.22,2018-10-05
Beatriz Santos,Vestuário,2211.71,3318.96,0.13,0.17,2018-10-05
Camila Lima,Vestuário,4616.47,1676.27,0.16,0.17,2018-10-05
Thiago Barbosa,Acessórios,614.15,1354.94,0.42,0.48,2018-10-05
Letícia Ribeiro,Acessórios,856.08,487.41,0.72,0.58,2018-10-05
Enzo Nascimento,Casa,6955.93,5845.69,0.22,0.33,2018-10-05
Guilherme Santos,Casa,3641.18,3804.66,0.33,0.25,2018-10-05
Vitória Ribeiro,Brinquedo,2796.03,4220.35,0.11,0.28,2018-10-05
Julia Araújo,Esportes,8864.74,4534.92,0.38,0.36,2018-10-05
Lucas Rodrigues,Esportes,6875.39,2080.51,0.42,0.33,2018-10-05
Thiago Carvalho,Esportes,8952.64,3471.28,0.26,0.38,2018-10-05
Mateus Barbosa,Eletrônicos,300.77,1503.84,0.3,0.16,2018-10-05
Camila Carvalho,Casa,2278.69,1633.62,0.17,0.23,2018-10-05
Diego Cardoso,Vestuário,1000.77,2718.92,0.27,0.15,2018-10-05
Jorge Santos,Brinquedo,807.68,3783.34,0.28,0.22,2018-10-05
Raphael Silva,Papelaria,294.21,586.62,0.67,0.38,2018-10-05
Caroline Reis,Papelaria,1396.56,837.42,0.4,0.4,2018-10-05
Letícia Nascimento,Eletrônicos,1276.89,4265.53,0.26,0.17,2018-10-06
Ana Sousa,Eletrônicos,2380.62,2123.54,0.19,0.18,2018-10-06
Gustavo Martins,Eletrônicos,462.2,2594.51,0.28,0.19,2018-10-06
Beatriz Santos,Vestuário,3551.22,2298.55,0.19,0.2,2018-10-06
Camila Lima,Vestuário,4955.22,3841.22,0.21,0.18,2018-10-06
Thiago Barbosa,Acessórios,2190.45,572.55,0.3,0.5,2018-10-06
Letícia Ribeiro,Acessórios,574.86,1636.41,0.62,0.48,2018-10-06
Enzo Nascimento,Casa,3500.84,5204.11,0.24,0.3,2018-10-06
Guilherme Santos,Casa,2222.53,4853.77,0.39,0.29,2018-10-06
Vitória Ribeiro,Brinquedo,1451.71,1215.82,0.36,0.23,2018-10-06
Julia Araújo,Esportes,925.22,3381.92,0.2,0.35,2018-10-06
Lucas Rodrigues,Esportes,1083.39,2688.19,0.26,0.33,2018-10-06
Thiago Carvalho,Esportes,9185.52,3828.91,0.31,0.34,2018-10-06
Mateus Barbosa,Eletrônicos,1517.66,2828.58,0.29,0.23,2018-10-06
Camila Carvalho,Casa,3422.6,2852.93,0.44,0.29,2018-10-06
Diego Cardoso,Vestuário,208.88,2807.51,0.2,0.17,2018-10-06
Jorge Santos,Brinquedo,4391.37,1358.39,0.32,0.2,2018-10-06
Raphael Silva,Papelaria,1002.99,508.17,0.68,0.54,2018-10-06
Caroline Reis,Papelaria,825.58,620.42,0.31,0.45,2018-10-06
Letícia Nascimento,Eletrônicos,1067.77,3575.18,0.23,0.23,2018-10-07
Ana Sousa,Eletrônicos,5443.43,2469.96,0.31,0.23,2018-10-07
Gustavo Martins,Eletrônicos,4032.07,2859.56,0.12,0.24,2018-10-07
Beatriz Santos,Vestuário,644.38,3056.92,0.07,0.15,2018-10-07
Camila Lima,Vestuário,692.22,1990.44,0.17,0.2,2018-10-07
Thiago Barbosa,Acessórios,1511.35,963.32,0.34,0.58,2018-10-07
Letícia Ribeiro,Acessórios,1324.26,879.87,0.32,0.58,2018-10-07
Enzo Nascimento,Casa,518.72,3871.68,0.37,0.29,2018-10-07
Guilherme Santos,Casa,4195.76,3547.31,0.25,0.32,2018-10-07
Vitória Ribeiro,Brinquedo,3871.95,3784.41,0.35,0.23,2018-10-07
Julia Araújo,Esportes,804.15,3082.55,0.48,0.27,2018-10-07
Lucas Rodrigues,Esportes,6294.78,3167.89,0.47,0.36,2018-10-07
Thiago Carvalho,Esportes,2949.66,4071.58,0.45,0.29,2018-10-07
Mateus Barbosa,Eletrônicos,5325.29,2914.19,0.17,0.22,2018-10-07
Camila Carvalho,Casa,7543.68,1901.16,0.22,0.26,2018-10-07
Diego Cardoso,Vestuário,536.48,1124.2,0.11,0.15,2018-10-07
Jorge Santos,Brinquedo,4771.35,1574.87,0.2,0.24,2018-10-07
Raphael Silva,Papelaria,808.34,635.56,0.72,0.5,2018-10-07
Caroline Reis,Papelaria,795.4,622.48,0.5,0.54,2018-10-07
Letícia Nascimento,Eletrônicos,7465.08,2505.6,0.14,0.18,2018-10-08
Ana Sousa,Eletrônicos,996.93,3566.8,0.26,0.18,2018-10-08
Gustavo Martins,Eletrônicos,1010.37,2688.64,0.29,0.23,2018-10-08
Beatriz Santos,Vestuário,2854.22,2250.06,0.2,0.2,2018-10-08
Camila Lima,Vestuário,4897.16,3649.28,0.09,0.14,2018-10-08
Thiago Barbosa,Acessórios,817.28,1302.33,0.72,0.54,2018-10-08
Letícia Ribeiro,Acessórios,2096.99,1256.85,0.26,0.42,2018-10-08
Enzo Nascimento,Casa,9656.9,4982.62,0.21,0.26,2018-10-08
Guilherme Santos,Casa,767.58,3150.79,0.33,0.3,2018-10-08
Vitória Ribeiro,Brinquedo,4864.99,2681.36,0.18,0.22,2018-10-08
Julia Araújo,Esportes,5657.46,3152.61,0.22,0.31,2018-10-08
Lucas Rodrigues,Esportes,827.56,2213.47,0.44,0.3,2018-10-08
Thiago Carvalho,Esportes,1407.01,4399.07,0.4,0.35,2018-10-08
Mateus Barbosa,Eletrônicos,6388.09,2026.09,0.16,0.21,2018-10-08
Camila Carvalho,Casa,7296.47,1600.57,0.21,0.25,2018-10-08
Diego Cardoso,Vestuário,3508.94,1238.46,0.13,0.18,2018-10-08
Jorge Santos,Brinquedo,1100.38,3319.9,0.38,0.27,2018-10-08
Raphael Silva,Papelaria,1180.83,751.4,0.4,0.49,2018-10-08
Caroline Reis,Papelaria,1081.06,342.59,0.61,0.52,2018-10-08
Letícia Nascimento,Eletrônicos,3799.46,4710.34,0.09,0.17,2018-10-09
Ana Sousa,Eletrônicos,5610.68,1724.34,0.12,0.22,2018-10-09
Gustavo Martins,Eletrônicos,6635.94,2863.62,0.3,0.23,2018-10-09
Beatriz Santos,Vestuário,5040.9,2584.58,0.2,0.17,2018-10-09
Camila Lima,Vestuário,1136.7,2795.7,0.24,0.18,2018-10-09
Thiago Barbosa,Acessórios,94.98,1014.63,0.34,0.58,2018-10-09
Letícia Ribeiro,Acessórios,337.06,1536.45,0.4,0.42,2018-10-09
Enzo Nascimento,Casa,4793.12,4540.2,0.19,0.26,2018-10-09
Guilherme Santos,Casa,1511.49,5446.6,0.41,0.24,2018-10-09
Vitória Ribeiro,Brinquedo,4331.87,1105.62,0.22,0.23,2018-10-09
Julia Araújo,Esportes,6075.08,3436.48,0.31,0.3,2018-10-09
Lucas Rodrigues,Esportes,4373.89,4727.48,0.21,0.27,2018-10-09
Thiago Carvalho,Esportes,1431.65,4367.15,0.26,0.29,2018-10-09
Mateus Barbosa,Eletrônicos,365.02,2110.81,0.29,0.18,2018-10-09
Camila Carvalho,Casa,3944.16,5756.8,0.24,0.26,2018-10-09
Diego Cardoso,Vestuário,1705.5,3666.4,0.11,0.2,2018-10-09
Jorge Santos,Brinquedo,621.04,1431.31,0.13,0.24,2018-10-09
Raphael Silva,Papelaria,344.43,411.85,0.47,0.5,2018-10-09
Caroline Reis,Papelaria,448.79,313.07,0.54,0.4,2018-10-09
Letícia Nascimento,Eletrônicos,3255.66,4817.95,0.09,0.23,2018-10-10
Ana Sousa,Eletrônicos,5335.87,5267.37,0.23,0.22,2018-10-10
Gustavo Martins,Eletrônicos,2777.39,3570.82,0.14,0.19,2018-10-10
Beatriz Santos,Vestuário,2524.04,2007.57,0.25,0.19,2018-10-10
Camila Lima,Vestuário,2847.03,1251.24,0.15,0.17,2018-10-10
Thiago Barbosa,Acessórios,2598.72,698.39,0.26,0.58,2018-10-10
Letícia Ribeiro,Acessórios,964.1,682.55,0.66,0.42,2018-10-10
Enzo Nascimento,Casa,1550.11,3042.12,0.18,0.25,2018-10-10
Guilherme Santos,Casa,6667.97,4890.32,0.39,0.29,2018-10-10
Vitória Ribeiro,Brinquedo,5480.98,2974.82,0.31,0.26,2018-10-10
Julia Araújo,Esportes,3877.16,5606.42,0.31,0.33,2018-10-10
Lucas Rodrigues,Esportes,9281.51,2378.98,0.2,0.35,2018-10-10
Thiago Carvalho,Esportes,4697.3,5631.13,0.29,0.26,2018-10-10
Mateus Barbosa,Eletrônicos,3805.42,1669.8,0.13,0.22,2018-10-10
Camila Carvalho,Casa,7912.94,4499.85,0.22,0.22,2018-10-10
Diego Cardoso,Vestuário,2064.02,3900.48,0.17,0.14,2018-10-10
Jorge Santos,Brinquedo,6774.74,4036.91,0.1,0.24,2018-10-10
Raphael Silva,Papelaria,225.0,638.7,0.7,0.49,2018-10-10
Caroline Reis,Papelaria,827.86,386.78,0.65,0.49,2018-10-10
Letícia Nascimento,Eletrônicos,1212.1,5076.23,0.23,0.18,2018-10-11
Ana Sousa,Eletrônicos,7978.31,5019.99,0.12,0.23,2018-10-11
Gustavo Martins,Eletrônicos,6308.52,2062.49,0.29,0.23,2018-10-11
Beatriz Santos,Vestuário,1769.16,1920.47,0.13,0.17,2018-10-11
Camila Lima,Vestuário,2759.06,2914.18,0.23,0.18,2018-10-11
Thiago Barbosa,Acessórios,1269.27,1310.03,0.44,0.52,2018-10-11
Letícia Ribeiro,Acessórios,2655.01,950.05,0.5,0.54,2018-10-11
Enzo Nascimento,Casa,228.85,5180.3,0.34,0.24,2018-10-11
Guilherme Santos,Casa,1485.1,4381.53,0.3,0.31,2018-10-11
Vitória Ribeiro,Brinquedo,5175.81,4232.36,0.34,0.28,2018-10-11
Julia Araújo,Esportes,179.65,4179.8,0.3,0.38,2018-10-11
Lucas Rodrigues,Esportes,1269.83,3861.03,0.16,0.38,2018-10-11
Thiago Carvalho,Esportes,2752.72,1833.36,0.34,0.27,2018-10-11
Mateus Barbosa,Eletrônicos,6345.47,2724.56,0.31,0.24,2018-10-11
Camila Carvalho,Casa,7445.06,5218.52,0.29,0.29,2018-10-11
Diego Cardoso,Vestuário,2178.43,3042.42,0.15,0.2,2018-10-11
Jorge Santos,Brinquedo,3748.36,1706.95,0.15,0.25,2018-10-11
Raphael Silva,Papelaria,821.1,689.06,0.22,0.5,2018-10-11
Caroline Reis,Papelaria,1083.67,593.3,0.38,0.38,2018-10-11
Letícia Nascimento,Eletrônicos,8037.78,3755.45,0.23,0.18,2018-10-12
Ana Sousa,Eletrônicos,6320.0,5094.61,0.19,0.21,2018-10-12
Gustavo Martins,Eletrônicos,7831.11,3318.53,0.27,0.16,2018-10-12
Beatriz Santos,Vestuário,3708.49,1557.95,0.24,0.2,2018-10-12
Camila Lima,Vestuário,1523.22,3175.69,0.27,0.19,2018-10-12
Thiago Barbosa,Acessórios,2349.34,1707.53,0.64,0.42,2018-10-12
Letícia Ribeiro,Acessórios,190.34,1058.75,0.22,0.56,2018-10-12
Enzo Nascimento,Casa,1547.84,2622.73,0.29,0.31,2018-10-12
Guilherme Santos,Casa,3746.01,4188.55,0.22,0.32,2018-10-12
Vitória Ribeiro,Brinquedo,813.5,3367.32,0.28,0.22,2018-10-12
Julia Araújo,Esportes,8860.96,3423.55,0.18,0.26,2018-10-12
Lucas Rodrigues,Esportes,2036.65,3024.56,0.35,0.29,2018-10-12
Thiago Carvalho,Esportes,5428.72,4078.16,0.27,0.27,2018-10-12
Mateus Barbosa,Eletrônicos,1166.6,2274.73,0.26,0.21,2018-10-12
Camila Carvalho,Casa,5067.74,4965.27,0.42,0.24,2018-10-12
Diego Cardoso,Vestuário,5321.17,2349.47,0.1,0.18,2018-10-12
Jorge Santos,Brinquedo,3413.81,4334.91,0.38,0.28,2018-10-12
Raphael Silva,Papelaria,371.19,225.08,0.49,0.41,2018-10-12
Caroline Reis,Papelaria,208.85,728.45,0.61,0.5,2018-10-12
Letícia Nascimento,Eletrônicos,7199.43,2622.97,0.15,0.22,2018-10-13
Ana Sousa,Eletrônicos,6863.58,2812.14,0.19,0.18,2018-10-13
Gustavo Martins,Eletrônicos,7724.04,1934.68,0.09,0.2,2018-10-13
Beatriz Santos,Vestuário,2071.94,2998.45,0.24,0.18,2018-10-13
Camila Lima,Vestuário,5231.35,2814.78,0.1,0.17,2018-10-13
Thiago Barbosa,Acessórios,1284.83,506.48,0.7,0.5,2018-10-13
Letícia Ribeiro,Acessórios,228.77,453.33,0.2,0.46,2018-10-13
Enzo Nascimento,Casa,9244.31,2549.24,0.15,0.25,2018-10-13
Guilherme Santos,Casa,1009.21,4799.21,0.14,0.33,2018-10-13
Vitória Ribeiro,Brinquedo,5049.27,3188.81,0.28,0.22,2018-10-13
Julia Araújo,Esportes,1948.74,4114.04,0.52,0.39,2018-10-13
Lucas Rodrigues,Esportes,7041.27,2629.33,0.51,0.27,2018-10-13
Thiago Carvalho,Esportes,2745.15,2455.51,0.47,0.31,2018-10-13
Mateus Barbosa,Eletrônicos,7112.38,3658.76,0.22,0.23,2018-10-13
Camila Carvalho,Casa,9663.44,2196.43,0.29,0.33,2018-10-13
Diego Cardoso,Vestuário,4222.82,3253.69,0.09,0.2,2018-10-13
Jorge Santos,Brinquedo,737.02,2346.62,0.16,0.27,2018-10-13
Raphael Silva,Papelaria,599.5,338.06,0.63,0.45,2018-10-13
Caroline Reis,Papelaria,764.83,438.09,0.65,0.52,2018-10-13
Letícia Nascimento,Eletrônicos,5671.89,3014.26,0.11,0.2,2018-10-14
Ana Sousa,Eletrônicos,1805.51,1375.23,0.3,0.18,2018-10-14
Gustavo Martins,Eletrônicos,6153.25,2485.23,0.09,0.2,2018-10-14
Beatriz Santos,Vestuário,5975.05,1510.38,0.25,0.16,2018-10-14
Camila Lima,Vestuário,1808.66,3124.61,0.1,0.2,2018-10-14
Thiago Barbosa,Acessórios,2287.39,717.64,0.4,0.56,2018-10-14
Letícia Ribeiro,Acessórios,709.83,1090.85,0.24,0.56,2018-10-14
Enzo Nascimento,Casa,4224.91,5177.66,0.2,0.26,2018-10-14
Guilherme Santos,Casa,8265.64,2809.11,0.26,0.31,2018-10-14
Vitória Ribeiro,Brinquedo,1327.66,4105.16,0.12,0.29,2018-10-14
Julia Araújo,Esportes,7251.23,5236.8,0.45,0.34,2018-10-14
Lucas Rodrigues,Esportes,8746.54,3666.88,0.47,0.38,2018-10-14
Thiago Carvalho,Esportes,8036.14,4369.26,0.45,0.34,2018-10-14
Mateus Barbosa,Eletrônicos,4584.09,4946.17,0.28,0.17,2018-10-14
Camila Carvalho,Casa,2985.31,1750.87,0.18,0.3,2018-10-14
Diego Cardoso,Vestuário,1696.39,1993.4,0.24,0.21,2018-10-14
Jorge Santos,Brinquedo,3705.79,2783.83,0.1,0.28,2018-10-14
Raphael Silva,Papelaria,1376.43,574.98,0.63,0.49,2018-10-14
Caroline Reis,Papelaria,498.58,370.35,0.22,0.45,2018-10-14
